word,frequency
alighted,1
strikingly,1
alteredwhat,1
amazingbut,1
water,3
nobler,1
mechanically,1
appeals,1
spots,2
wander,1
overspreading,1
triumphant,2
accustomed,2
circuit,1
hanging,1
narrowest,1
glen,1
coppicewood,1
explore,1
windings,1
submit,3
slow,2
fishing,5
trout,1
lasted,3
imitate,1
“delightful”,1
“charming”,1
mischievously,1
construed,1
unprepared,1
revolted,1
fashion”,1
named,1
stole,1
decamping,1
sustained,1
fortitude,1
gloried,1
tackle,1
reproofs,2
resuming,1
brink,2
waterplant,1
chanced,1
originated,2
inadequate,1
unexpected“for,1
housekeeper”,1
“informed,1
bakewell,1
tomorrow”,3
youmr,1
lambton”,1
acceded,1
outstripped,1
housebut,1
embargo,1
slowlyand,1
wellbehaved,1
unassuming”,1
unbecoming,1
trifling”,1
whimsical,1
civilities”,1
grounds”,1
unfavourable,2
flaming,1
comprehends,1
virtue”,1
faulty,3
naming,1
relied,1
environs,1
morning’s,2
satisfactions,1
discontinuance,1
curricle,2
recognizing,1
livery,2
guessed,3
imparted,1
acquainting,1
newlyborn,1
heads,1
disquiet,1
commonly,1
retreated,1
shy,2
obtain,3
monosyllable,1
womanly,1
graceful,1
unembarrassed,1
discerning,1
personage,1
overflowing,1
prepossessed,1
rival,1
interpretation,1
denoted,2
untinctured,1
“was,4
26th,1
unattended,1
temporary,1
outlived,1
courting,1
unbending,1
invitations,1
presuming,2
attendance,4
construing,1
untouched,1
servant’s,2
reference,2
recognized,1
indicated,1
imperfectly,1
wellknown,1
debts,10
discharged,3
hatred,1
repugnant,1
friendlier,1
gratitudegratitude,1
petulance,1
acrimony,1
enemy,1
indelicate,1
peculiarity,1
selves,1
gratitudefor,1
ardent,1
unpleasing,1
possessed,1
pemberleyfor,1
breakfastought,1
imitated,1
equalled,1
xlv,1
saloon,2
oaks,1
spanish,1
chestnuts,1
intermediate,1
georgiana’s,3
pitied,2
annesley,3
agreeablelooking,1
closely,1
employing,1
brevity,1
variation,2
cake,1
fruits,2
pyramids,1
grapes,1
nectarines,1
peaches,1
deciding,1
predominate,1
learning,1
unembarrasseda,1
desperate,2
forwarded,2
sneering,1
uppermost,1
exerting,1
vigorously,1
repel,1
involuntary,1
refrained,1
discompose,1
injure,2
venting,1
criticisms,1
brown,1
coarse,1
tannedno,1
part”,1
rejoined,1
nose,1
teeth,1
shrewish,1
selfsufficiency,1
intolerable”,1
recommending,2
nettled,1
resolutely,3
‘she,1
wit’,1
time”,2
mostly,1
fruit,1
niece’s,2
missent,2
yoube,1
scotland,5
misunderstood,3
thoughtless,3
indiscreet,1
sadly,1
conjectured,2
missed,3
written”,1
finishing,1
seized,2
bewildered,1
coherent,1
f,5
gretna,2
w,2
b,1
clapham,4
hackneycoach,1
epsom,3
anxiously,2
turnpikes,1
inns,1
barnet,2
hatfield,1
successno,1
kindest,1
apprehensions,2
safest,1
exigence,1
rely,1
goodness”,1
uncle”,3
darting,1
losing,1
precious,2
impetuous,1
superseded,1
detain,2
knees,1
trembled,1
commissioned,1
unintelligible,1
miserably,1
commiseration,1
glass,2
wretched,10
indistinctly,1
friendshas,1
eloped,1
ofof,1
toshe,1
consider”,1
onlysome,1
“grievedshocked,1
scotland”,3
horrible”,1
noti,1
meditation,1
brow,1
selfconquest,1
consolatory,1
bosom,1
palliation,1
self,1
intrude,2
engross,1
lydiathe,1
allsoon,1
swallowed,1
handkerchief,1
torment,1
calls,1
meetings,2
retrospective,1
contradictions,1
varieties,1
sighed,1
promoted,1
termination,2
foundations,1
sources,3
exchanged,1
authorize,1
infamy,4
additional,2
deliberately,2
fluctuating,1
girloh,1
hometo,1
cares,2
deranged,1
satisfying,1
trembling,1
actuated,1
“john,1
uswas,1
disclose,1
notes,1
excuses,2
completed,2
shorter,1
xlvii,1
unprotected,1
friendless,1
colonel’s,1
adequate,1
risk”,1
brightening,1
decency,2
guilty,2
removing,3
hackney,2
presumption,3
traces,1
road”,1
thensupposing,1
londonthey,1
exceptionable,1
abundant,1
economically,1
expeditiously,2
nothis,1
forego,1
benefiting,1
brothers,1
indolence,2
marriage”,2
dispose,1
greaterwhat,1
itsusceptibility,1
captivate,1
attempt”,1
profligate,1
deceitful,1
insinuating”,1
liberality,2
libertywhich,1
lies,1
endless,2
unpretending,1
yesthat,1
apparently,2
deception,1
ensue,1
thoughts”,1
perceptible,1
moderate,2
favourites”,1
forgetfulness,1
travelled,1
sleeping,1
wearied,1
paddock,3
lighted,1
faces,3
bodies,1
capers,1
frisks,1
jumped,1
kiss,1
downstairs,2
embraced,2
filled,1
fugitives,1
yet”,1
often”,1
safety,1
mention”,1
motherhow,1
dressingroom,4
youhow,1
through”,1
alternate,1
sanguine,2
deserted,1
proceedings,1
invectives,1
villainous,1
illjudging,1
able”,1
forsters,1
overruled,1
here’s,1
fight,2
killed,3
terrific,1
alarm”,1
fighting,1
inthat,1
wits,1
tremblings,1
flutterings,1
spasms,1
beatings,1
seclusion,1
household,1
busily,3
incurred,1
fretfulness,2
stem,1
pour,1
bosoms,1
balm,1
consolation”,1
“unhappy,1
lessonthat,1
irretrievable,1
involves,1
brittle,1
sex”,1
lifted,2
extractions,1
availed,1
sequel,1
“colonel,1
journey”,1
brains,1
uneasya,1
false”,1
unjustifiable”,1
intentions”,1
“could,2
see”,1
pocketbook,1
tonight,1
sally,1
slit,1
packed,1
goodbye,1
confusion”,1
belonging,1
hysterics,1
faculties”,1
“mary,1
repose,1
condole,2
services,1
condolence,1
insufferable,1
postilions,1
fare,2
remarked,1
anyhow,1
coachman,1
xlviii,1
negligent,1
dilatory,2
duel,1
serviceable,1
heartening,1
upthough,1
reporting,1
irregularity,1
dispirited,1
striving,2
blacken,1
tradesman,1
intrigues,1
title,1
seduction,1
tradesman’s,1
wickedest,1
distrusted,1
gaining,3
hotels,1
disinclined,1
intimates,1
clue,1
essential,2
curiosities,1
affliction,1
sympathize,1
bitterest,1
alleviate,1
afflicting,1
parent’s,1
lamented,1
informs,1
licentiousness,1
enormity,1
howsoever,1
grievously,1
apprehending,1
fortunes,1
condescendingly,1
connect,2
augmented,1
reap,1
heinous,1
finances,1
transpired,1
gaming,1
expenses,3
gamester”,1
spiritless,2
yielded,2
brotherinlaw’s,1
“sure,1
halfexpectation,1
lowness,1
fairly,2
thatthough,1
dread,4
sleepless,1
philosophic,1
“say,2
enough”,1
concealed”,1
drily,1
duration”,1
parade”,1
nightcap,1
powdering,1
canor,1
runs,1
papa”,1
eastbourne,1
prohibited,1
stir,1
threats,1
cry,1
concluding,1
thence,1
librarytheir,1
butler,1
copse”,1
lagged,2
panting,1
bringgood,1
bad”,1
expected”,1
pocket,2
“read,1
aloud”,1
about”,2
“gracechurch,2
august,1
hoped”,1
settlement,2
privileged,3
haggerston,2
diligence,1
explicitly,1
“edw,1
gardiner”,3
soon”,2
“andmay,1
“complied,1
knowone,1
“money,1
gone”,1
“wickham’s,1
farthing,1
relationship”,1
“ten,1
repaid”,1
thinking”,1
clearing,1
been”,1
sixpence,1
requited,1
protection,2
consenting,1
forgotten”,1
“their,1
such”,1
“just,1
please”,1
writingtable,1
preparation,1
exuberance,1
fidgety,1
disturbed,2
humbled,4
bei,1
meet”,1
transports,2
conclusion”,1
pledged,2
sounds,1
dictate,1
immediately”,1
calico,1
cambric,1
dictated,1
plentiful,1
consulted,2
airing,1
bowl,1
punch,1
wedding”,1
refuge,1
l,1
annual,1
survived,1
britain,1
rested,1
successively,1
exceeding,1
proportions,1
acceding,1
concisely,2
fulfil,1
loser,1
board,1
undertaking,1
proportionate,1
speed,1
decent,2
philosophy,5
secluded,1
farmhouse,1
welldoing,1
oppressively,1
damp,1
attendants,1
nuptials,3
muslins,1
searching,1
“haye,1
gouldings,2
stoke,1
ashworth,1
purvis,1
attics,1
admittance,1
guinea,1
inconceivable,1
valid,1
eloping,1
spreading,1
confidently,1
frailty,1
individually,1
gulf,1
impassable,1
scorned,1
shrink,1
blow,1
repented,1
proudly,1
spurned,1
gladly,1
mortal,2
union,3
multitude,1
connubial,1
precluding,1
permanent,1
passions,1
regulars,2
ensigncy,1
general’s,2
arrangements,1
creditors,2
payment,1
subjoin,1
south,1
begs,1
motheryours,1
“e,1
residing,1
favourites,1
regiment”,1
mildly,1
li,1
bennetsand,1
culprit,1
endure,1
decked,1
stepped,1
forwards,1
austerity,1
untamed,1
unabashed,1
fearless,1
demanding,1
impudence,2
impudent,1
caused,1
replies,1
“only,2
expressively,2
hereabouts,2
overtook,1
goulding,1
glove,1
frame,1
parade,1
housemaids,1
go”,2
don’t,4
newcastle,4
over”,2
favour”,1
husbands”,1
regretted,1
elope,1
flight,3
kill,1
birds,2
september,1
managed”,1
really”,1
clement’s,1
eleven,1
fuss,1
distracted,1
sermon,1
breakfasted,1
you’ll,1
foot,1
theatre,1
faithfully,1
secret”,2
further”,1
burning,1
questions”,1
angry”,2
noblest,1
seizing,1
comprehend”,1
itunless,1
cogent,1
ignorance”,1
though”,1
tricks,1
stratagems,1
ittill,1
confidante,1
lii,1
copse,3
benches,1
sept,1
devote,1
foresee,1
comprise,1
explicit,1
racked,1
bothwickham,1
hunting,1
worthlessness,1
confide,1
generously,1
edward,1
bribery,1
corruption,1
wishedfor,2
insisted,1
expedite,1
consequences,1
resign,1
effectually,3
postponed,1
battled,1
sorely,1
grain,1
borrowed,1
feathers,1
amounting,1
admission,1
bold,2
prudently,1
exclude,1
p,1
ponies,2
“m,1
unsettled,3
uncertainty,1
matchwhich,1
obligationwere,1
attendant,1
research,1
supplication,1
abominate,2
bribe,1
considerations,1
revolt,1
saucy,1
himproud,1
someone’s,1
overtaken,1
unwelcome”,1
hadnot,1
strangely,1
misrepresented”,1
biting,1
silenced,1
“undoubtedly,1
had”,1
kympton”,1
respect”,1
“exceedingly,1
patron”,1
remember”,1
sermonmaking,1
palatable,1
compromised,1
accordingly”,1
kissed,2
liii,1
“write,1
fellow”,1
simpers,1
smirks,1
prodigiously,2
soninlaw”,1
forlorn,1
shoot,3
fidgets,1
coming”,2
nichols,1
latest,1
butcher’s,1
ducks,1
killed”,1
remarks”,1
wavered,1
“yet,2
hard”,1
legally,1
hired,1
speculation,1
course”,1
errand,1
neighbouring,2
“’tis,2
despise”,1
shan’t,3
thirteen,1
sufferer,1
intervene,1
senthopeless,1
windowshe,1
lookedshe,1
“la”,1
what’s,1
namethat,1
darcyand,1
vow,1
explanatory,1
undervalued,1
benefits,1
comingat,1
witnessing,1
lustre,1
unshaken,1
behaves”,1
expectation”,1
paler,1
sedate,1
contrasted,1
preservation,2
irremediable,1
dida,1
confusionsaid,1
thoughtfulness,2
otherwise”,1
come”,2
changes,1
papers,1
‘times’,1
‘courier’,1
‘lately,1
esq,1
bennet’,1
deserves”,1
levelled,1
vastly,1
coveys,1
officious,2
compensation,1
rekindled,1
chatty,1
mindful,1
days’,2
engagement”,2
liv,1
deaden,1
indifferent”,1
“now”,1
dines,1
care”,1
sportsmen,1
forbore,1
sanction,1
halflaughing,1
ungraciousness,1
enabling,1
wearisome,1
pouring,1
confederacy,1
vacancy,1
closer,1
enraged,1
abhorrent,1
still”,1
christmas”,1
scarborough,1
victim,1
rapacity,1
unsuccessfully,1
venison,1
roasted,1
turnand,1
fat,1
haunch,1
lucases’,2
partridges,1
french,1
cooks,1
‘ah,1
last’,1
livedand,1
prodigiously”,1
mortifies,1
cruel”,1
acknowledge”,1
instruct,1
confidante”,1
lv,1
“next,1
call”,1
lucky”,1
daughters’,1
dressinggown,1
comemr,1
sarah,1
hair”,1
forwarder,1
hang,1
sash,1
winking,2
innocently,1
wink,2
waste,1
premeditation,1
dressingroom”,1
ineffectual,1
officiousness,1
concurrence,1
appointment,1
communicative,1
eccentric,1
invention,1
counteract,1
infinite,2
hearth,1
mother”,2
cardparty,1
end”,1
basis,1
superexcellent,1
simpered,1
tempers,1
cheat,1
exceed,1
income”,1
“exceed,1
dispense,1
petitioned,1
barbarous,1
detested,1
vex,1
dupe,1
forgiving,1
existed”,1
forty,1
shift,1
luckiest,1
females,1
equipage,1
preceded,1
confinement,1
stiffly,1
lucas’s”,1
west”,1
puzzled,1
prettyish,1
wilderness,1
company”,1
“go,2
hermitage”,1
pronouncing,1
survey,1
decentlooking,1
waitingwoman,1
nephew”,1
trifled,1
insincere,2
frankness,4
youthat,1
nephewmy,1
contradicted”,1
itif,1
existence”,1
industriously,1
circulated,1
abroad”,1
retains,1
allurements,1
infatuation,1
explicit”,1
aspire,1
thisthat,1
infancy,1
cradles,1
unallied,1
friendsto,1
tacit,1
completion,1
prudencenay,1
interestforbid,1
repine”,1
“obstinate,1
dissuaded,1
brooking,1
maternal,2
ancient,1
untitled,1
member,1
respective,1
themthe,1
upstart,1
sphere,2
equal”,1
aunts,1
condition”,1
recede,1
require”,1
intimidated,1
persuasions,1
importuned,1
patchedup,1
nephew’s,2
earthof,1
shades,1
polluted”,1
insulted,1
sentiments”,1
constitute,1
obey,1
“neither,1
gratitude”,1
violated,1
concernand,1
scorn”,1
ambition,1
point”,1
displeased”,1
finelooking,1
lvii,1
originate,1
revolving,1
persisting,1
miseries,1
weakest,1
solid,1
reasoning,1
wavering,1
unblemished,1
days”,1
constancy,1
obligingly,1
appeased,1
dismay,1
consequent,1
explanations,2
conquest”,1
rushed,1
instantaneous,1
undetermined,1
penetration,2
sagacity,1
“something,1
gossiping,1
follows‘having,1
advertised,1
presumed,1
illustrious,1
land’,1
‘this,1
desiresplendid,1
kindred,1
incur,1
closure,1
of’,1
‘my,1
followswe,1
eye’,1
pitched,1
blemish,1
admirable”,1
pleasantry,2
diverted”,1
“‘after,1
termed,1
speediest,1
sanctioned’,1
‘i,1
hushed,1
declaring,1
christian,2
hearing’,1
forgiveness,2
olivebranch,1
missish,1
turn”,1
hypocrisy,1
consent”,1
lviii,1
outstrip,1
boldly,1
unexampled,1
trusted”,1
mortifications,1
discovering,1
inducements,1
april,1
unchanged,1
fluently,1
undergone,2
heartfelt,1
diffused,1
proving,1
emphatically,1
contrariwise,1
irrevocably,1
frankly,1
openly”,1
relations”,1
illfounded,1
premises,1
severest,1
abhorrence”,1
annexed,1
evening”,2
strictly,1
irreproachable,1
inexpressibly,1
‘had,1
manner’,1
tortured,1
devoid,1
he“did,1
contents”,1
knew”,1
burnt,1
unalterable,1
implies”,1
spirit”,1
charity,1
retrospections,1
void,1
repelled,1
benevolent,1
eightandtwenty,1
loveliest,1
lesson,1
pleased”,1
“had,1
addresses”,1
“hate,1
direction”,1
blamed,1
due”,1
leisurely,1
busy,1
watches,1
happen”,1
unabated,1
observation”,1
forgiven,1
lix,1
unmarked,1
unacknowledged,1
overflows,1
joking,1
doubtingly,1
certainforgive,1
questionare,1
ashooting,1
disturb,1
epithet,1
lanes,1
kitty”,2
oakham,1
mount,2
view”,1
won’t,1
inconvenience”,1
vehemence,1
filling,1
disposing,1
“or,1
objection”,1
indifference”,1
“none,1
terms”,1
test,1
reconcile,1
worthy”,1
fellow’s,1
rant,1
storm,2
leisure”,1
tranquilly,1
familiarity,2
backward,1
fidget,1
pinmoney,1
jewels,1
itnothing,1
pleasedso,1
distracted”,1
’tis,1
licenceyou,1
licence,1
omen,1
warmest,2
sonsinlaw,1
highly”,1
jane’s”,1
lx,1
begin”,1
begun”,1
withstood,1
mannersmy,1
impertinence”,1
assiduously,1
therei,1
mebut,1
“dearest,1
exaggerate,1
encouragement”,1
embarrassed”,1
springs,1
unjustifiable,1
everything”,1
consequences”,1
made”,1
overrated,1
detail,1
loose,1
sends,1
sincerely”,1
sending,1
blown,1
parading,1
jewel,1
shrug,1
shoulders,1
shield,1
wellinformed,1
relished,1
unusual,1
vicinity,1
darling,1
ungovernable,1
mix,1
moralize,1
comparisons,1
submitted,1
reluctance,1
revolution,1
ingratitude,1
congratulatory,1
“yours”,1
theirs,1
heedless,1
bills,1
bath,1
retain,1
heretofore,1
arrear,1
sportive,1
liberties,1
pollution,1
city,1
uniting,1
